stud_id,contact,tepsb_sex,cp09v02,cp09v05,cp09v06,cp09v07,cp09v08_u,cp09v08_ud,cp09v09,cp09v10,cp09v11_1,cp09v11_2,cp09v11_3,cp09v11_4,cp09v11_5,cp09v11_6,cp09v11_7,cp09v11_8,cp09v11_9,cp09v11_10,cp09v12,cp09v13,cp09v14,cp09v15,cp09v16,cp09v17,cp09v18,cp09v19,cp09v20,cp09v20_k,cp09v21,cp09v22,cp09v23,cp09v24,cp09v25,cp09v26,cp09v27
"08723","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"15792","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","工程、製造及營造領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",168,70
"11505","正式成功完訪","男","女","媽媽（含繼母、養母）","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","教育領域","日間部","不是","無","無","無","無","有","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,57
"00688","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","科學領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",178,70
"05198","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",165,60
"07079","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,60
"07903","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",163,50
"14035","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,64
"00134","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","服務領域","日間部","不是","有","無","無","無","無","無","有","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,66
"07931","正式成功完訪","男","男","爸爸（含繼父、養父）","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",186,80
"18191","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","公立科技大學","工程、製造及營造領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",172,68
"10712","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"10352","預試成功完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"15288","預試成功完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"17074","正式成功接觸未完訪","男","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"05142","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","科學領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",150,40
"00933","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","有","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,52
"09391","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",168,60
"03190","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","工程、製造及營造領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",173,65
"01178","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",164,50
"18970","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"19799","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",165,55
"11201","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",181,80
"16131","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","服務領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",163,56
"02347","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","科學領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",184,80
"09376","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","公立技職學院","社會科學、商業及法律領域","夜間部、進修部（或進修學院、進修專校）、推廣部","是","無","無","無","無","無","無","無","有","無","無","有（含志願役）（跳答第15題）","跳答","跳答","受固定的公司__機構雇用","公家單位","300-499人","保險業","辦公室事務人員","沒有","跳答","96年",40,"2萬以上，不到2萬5","是（跳答第26題）","跳答",165,53
"13725","正式成功完訪","女","女","媽媽（含繼母、養母）","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","人文及藝術領域","夜間部、進修部（或進修學院、進修專校）、推廣部","是","無","有","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",165,63
"15998","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","有","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",174,76
"07566","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"06533","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,59
"14475","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",180,70
"06272","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","人文及藝術領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",173,57
"10400","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","服務領域","日間部","是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",174,64
"09560","正式成功完訪","男","男","爸爸（含繼父、養父）","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","不知道、不清楚","夜間部、進修部（或進修學院、進修專校）、推廣部","是","無","無","無","無","無","無","無","無","有","無","有（含志願役）（跳答第15題）","跳答","跳答","受固定的公司__機構雇用","私人單位","不知道、不清楚","不知道、不清楚","不知道、不清楚","沒有","跳答","98年","不知道","1萬5以上，不到2萬","不是","不清楚",177,58
"02564","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"14737","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","有","無","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",174,69
"02595","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"10340","正式成功完訪","女","女","學生本人","五專","有，已畢業","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","有（含志願役）（跳答第15題）","跳答","跳答","為家裡的事業工作（跳答第17題）","跳答","10-29人","電子零組件製造業","辦公室事務人員","沒有","跳答","98年",40,"2萬以上，不到2萬5","是（跳答第26題）","跳答",154,40
"03008","預試成功完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"09010","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",155,50
"11498","正式成功完訪","男","女","媽媽（含繼母、養母）","高職","有，已畢業","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","有（含志願役）（跳答第15題）","跳答","跳答","受固定的公司__機構雇用","私人單位","2~4人","餐飲業","個人服務工作人員","沒有","跳答","98年",48,"1萬以上，不到1萬5","是（跳答第26題）","跳答",170,90
"03659","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","服務領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,65
"05771","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","不是","有","無","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,52
"16512","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",156,42
"17980","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"14326","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,48
"13363","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","社會科學、商業及法律領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",170,53
"08587","正式成功完訪","女","女","學生本人","高中","有，已畢業","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","有（含志願役）（跳答第15題）","跳答","跳答","受固定的公司__機構雇用","公家單位","30-99人","公務機構及國防事業","個人服務工作人員","有，__人【請鍵入電腦並記錄在開放紀錄表中】",2,"96年",65,"3萬5以上，不到4萬","是（跳答第26題）","跳答",166,48
"01379","預試成功完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"15999","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立技職學院","工程、製造及營造領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",181,65
"13907","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","醫藥衛生及社福領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",150,45
"19706","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",174,55
"06456","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","服務領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",171,90
"14409","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,49
"04998","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",162,57
"11382","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,48
"02517","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","社會科學、商業及法律領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,60
"08536","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立技職學院","科學領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",159,55
"16185","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","服務領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",153,45
"15705","正式成功接觸未完訪","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"04378","正式成功接觸未完訪","男","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"01154","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","科學領域","日間部","不是","無","有","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",170,99
"19532","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","醫藥衛生及社福領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",146,36
"19938","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"12888","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"16129","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","科學領域","日間部","不是","無","無","無","無","有","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",167,75
"16718","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有畢業（包含休學__退學__不繼續唸書等狀況）","私立科技大學","服務領域","夜間部、進修部（或進修學院、進修專校）、推廣部","是","無","無","無","無","無","無","有","無","無","無","有（含志願役）（跳答第15題）","跳答","跳答","受固定的公司__機構雇用","公家單位","不知道、不清楚","拒答","辦公室事務人員","沒有","跳答","拒答",63,"不知道、不清楚","不是","不清楚","拒答","拒答"
"08459","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",172,85
"15273","正式成功完訪","男","女","媽媽（含繼母、養母）","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",178,60
"15110","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",171,70
